"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","p_FC","adj_diff","diff_pfc"
0.00125762815951476,17.134697343024,1,0,1,"F","Xist",17.1131482651406,1,17.1131482651406
0.00878102749237419,13.9009391927556,0.778,0,1,"F","Ssr4",13.7788746635341,1,13.7788746635341
0.00878102749237419,13.2532615812531,0.778,0,1,"F","AB124611",13.1368843269445,1,13.1368843269445
0.00878102749237419,12.8745916602445,0.778,0,1,"F","Rmdn1",12.7615395169228,1,12.7615395169228
0.00878102749237419,12.6409655031816,0.778,0,1,"F","Ap3s2",12.529964837568,1,12.529964837568
0.00878102749237419,12.5673182186422,0.778,0,1,"F","Slfn2",12.4569642518589,1,12.4569642518589
0.00878102749237419,12.5218068104753,0.778,0,1,"F","Gusb",12.4118524806183,1,12.4118524806183
0.00878102749237419,11.9032438719367,0.778,0,1,"F","Fam118a",11.7987211602488,1,11.7987211602488
0.00221078637246821,3.94318726334745,1,0.167,1,"F","Tmed9",3.93446971868155,0.833,3.27741327566173
0.0047975430675092,3.54395417193952,1,0.167,1,"F","Ythdc1",3.52695189917036,0.833,2.93795093200891
0.00692751797722651,3.44515702928112,1,0.167,1,"F","Eid1",3.42129064202641,0.833,2.849935104808
0.00557168626979585,3.32446901009637,1,0.667,1,"F","Naca",3.30594611175846,0.333,1.10088005521557
0.00692751797722651,3.27696849299784,0.889,0.333,1,"F","Cd47",3.25426723485179,0.625421822272216,2.03528974418177
0.00385322542537587,3.00355716047101,1,0.667,1,"F","Vcam1",2.99198377765371,0.333,0.996330597958686
0.00561421354836533,2.93882399157786,1,0.833,1,"F","Rps27",2.92232480610808,0.167,0.48802824262005
0.00812497373550751,14.7960863066647,0.667,0,1,"M","Uty",14.6758684940347,1,14.6758684940347
0.00202113787087266,14.1570322411081,0.833,0,1,"M","Ddx3y",14.1284189271064,1,14.1284189271064
0.00812497373550751,13.9619728573742,0.667,0,1,"M","Tcp11l1",13.8485321946122,1,13.8485321946122
0.00812497373550751,13.1774357341595,0.667,0,1,"M","Nomo1",13.0703694149181,1,13.0703694149181
0.00425634182008231,5.61194697573161,0.833,0.111,1,"M","Mark2",5.58806061112672,0.866746698679472,4.84343308671488
0.00425634182008231,4.83432796579805,0.833,0.111,1,"M","Tpd52l2",4.81375141350523,0.866746698679472,4.1723031459193
0.00726650154276638,4.61209960891773,0.833,0.222,1,"M","Pex14",4.57858577999414,0.733493397358944,3.35836243886725
0.00726650154276638,4.35453537447846,0.833,0.222,1,"M","Nr3c2",4.32289313646178,0.733493397358944,3.17081357308301
0.00726650154276638,3.89651015842556,0.833,0.222,1,"M","Hectd4",3.86819616134796,0.733493397358944,2.83729634403794
0.00726650154276638,3.24508839789258,0.833,0.222,1,"M","Cabin1",3.22150795804288,0.733493397358944,2.36295481676374
0.00263067788061859,2.78514106278712,1,0.778,1,"M","Pik3ap1",2.77781425379884,0.222,0.616674764343343
0.00519695224984758,2.68126314722323,1,0.556,1,"M","Ccnd1",2.66732875067784,0.444,1.18429396530096
0.00692751797722651,2.62337993191906,1,0.444,1,"M","Copa",2.60520642027959,0.556,1.44849476967545
0.00388498478046682,2.60951545263062,1,1,1,"M","Hdac9",2.59937752481275,0,0
0.00519695224984758,2.60185898525156,1,0.556,1,"M","Cbfb",2.58833724834437,0.444,1.1492217382649
