"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","p_FC","adj_diff","diff_pfc"
1.25128358315067e-05,0.966849143985945,0.947,0.491,0.403976904820195,"ENT","Meis2",0.966837045961332,0.481520591341077,0.465551946101761
2.43765169440942e-05,0.919206856331039,0.974,0.945,0.786995849540081,"ENT","Ncam1",0.91918444926953,0.0297741273100616,0.0273679148139799
3.05217201502612e-05,0.823768831229254,1,1,0.985393735051183,"ENT","Macf1",0.823743688387518,0,0
0.00103679499638228,15.2996032945916,0.184,0,1,"ENT","Zmiz1os1",15.2837407424492,1,15.2837407424492
0.00615781535597695,14.4362087510397,0.132,0,1,"ENT","Clic6",14.3473132431105,1,14.3473132431105
0.00615781535597695,13.7058826817589,0.132,0,1,"ENT","Homez",13.6214843869139,1,13.6214843869139
0.00253579003973835,13.6883730737779,0.158,0,1,"ENT","Gm12655",13.6536622336772,1,13.6536622336772
0.00615781535597695,13.3998982841955,0.132,0,1,"ENT","Rpusd3",13.3173841847726,1,13.3173841847726
0.00615781535597695,13.2746738314863,0.132,0,1,"ENT","Gnpnat1",13.1929308411212,1,13.1929308411212
0.00615781535597695,13.2497852114114,0.132,0,1,"ENT","Gm43305",13.1681954805732,1,13.1681954805732
0.00615781535597695,12.950648555949,0.132,0,1,"ENT","Pkib",12.8709008534013,1,12.8709008534013
0.00615781535597695,12.8109442820541,0.132,0,1,"ENT","Cacng5",12.7320568526295,1,12.7320568526295
0.00615781535597695,12.7699348218099,0.132,0,1,"ENT","Pes1",12.6912999210693,1,12.6912999210693
0.00615781535597695,12.5442948814325,0.132,0,1,"ENT","Eva1b",12.4670494297817,1,12.4670494297817
0.00286258817966522,4.68765739156072,0.237,0.036,1,"ENT","Sox13",4.67423855892132,0.848101265822785,3.96422763857884
1.68694598979249e-11,8.90805251884187,0.6,0.013,5.44630512804505e-07,"HIP","Emb",8.9080525186916,0.978333333333333,8.71504471411994
1.43021496324904e-09,6.51712979880043,0.6,0.038,4.61744900884954e-05,"HIP","Ahnak",6.51712978947953,0.936666666666667,6.10437823614583
8.07283378550469e-09,7.43416616181445,0.467,0.013,0.000260631438765019,"HIP","Anxa2",7.43416610179966,0.972162740899358,7.22721929382665
9.16756834079972e-09,6.46277440649572,0.467,0.013,0.000295974943882719,"HIP","Cntf",6.4627743472478,0.972162740899358,6.28286842323448
1.53847033711637e-08,5.33780994862439,0.733,0.141,0.00049669514833802,"HIP","Slc38a1",5.33780986650377,0.807639836289222,4.3110278867261
2.83225971423186e-08,3.64382619970716,0.667,0.077,0.000914395048739755,"HIP","Nrp2",3.64382609650454,0.88455772113943,3.22317450815244
2.93211828807804e-08,3.833553680031,0.733,0.115,0.000946634389305994,"HIP","Vim",3.83355356762668,0.843110504774898,3.23210928348334
1.4118925167776e-07,4.04868504044299,0.467,0.026,0.0045582949904165,"HIP","Adgrv1",4.04868446881218,0.944325481798715,3.82327591166203
1.70256274346784e-07,6.61367505423037,0.4,0.013,0.00549672381728593,"HIP","Zic4",6.6136739282107,0.9675,6.39872952554385
1.89616944575485e-07,4.49370872576172,0.533,0.051,0.00612178305561955,"HIP","Ccdc3",4.4937078736784,0.904315196998124,4.0637283210375
2.01758042564169e-07,17.2500469721777,0.333,0,0.00651375840418421,"HIP","Gm29478",17.250043491842,1,17.250043491842
2.01758042564169e-07,15.3631747218963,0.333,0,0.00651375840418421,"HIP","Cfap70",15.3631716222523,1,15.3631716222523
2.01758042564169e-07,15.3431947701047,0.333,0,0.00651375840418421,"HIP","Cd59a",15.3431916744918,1,15.3431916744918
3.18027930989007e-07,4.3447733010488,0.6,0.064,0.0102675317519801,"HIP","Myoc",4.34477191928953,0.893333333333333,3.88132958123198
3.34876983945025e-07,2.54455549191256,1,1,0.0108115034266651,"HIP","Apoe",2.54455463979949,0,0
1.38370917160516e-06,4.76550570801893,0.5,0.051,0.0446730506052726,"HIP - CA","Epha6",4.76549911394498,0.898,4.27941820432259
3.83558057618987e-06,3.77179378943757,0.5,0.063,0.12383171890229,"HIP - CA","Hpca",3.77177932241857,0.874,3.29653512779383
0.000790063451048989,15.2553796148302,0.143,0,1,"HIP - CA","0610040F04Rik",15.2433268969646,1,15.2433268969646
0.000790063451048989,15.1190939577731,0.143,0,1,"HIP - CA","Ifitm7",15.107148914224,1,15.107148914224
0.000790063451048989,15.087570084618,0.143,0,1,"HIP - CA","Notch4",15.075649946929,1,15.075649946929
0.000790063451048989,15.085879792469,0.143,0,1,"HIP - CA","Alkbh4",15.073960990218,1,15.073960990218
0.000790063451048989,15.0848550213725,0.143,0,1,"HIP - CA","Pla2g4b",15.0729370287557,1,15.0729370287557
0.000790063451048989,15.0821761972325,0.143,0,1,"HIP - CA","C78859",15.0702603210568,1,15.0702603210568
0.000790063451048989,15.0608115567389,0.143,0,1,"HIP - CA","Gm31728",15.0489125599848,1,15.0489125599848
0.000790063451048989,14.9919872619703,0.143,0,1,"HIP - CA","Resp18",14.9801426407761,1,14.9801426407761
0.000790063451048989,14.9884514121651,0.143,0,1,"HIP - CA","Gm3235",14.9766095845165,1,14.9766095845165
0.000790063451048989,14.9884514121651,0.143,0,1,"HIP - CA","Cnnm1",14.9766095845165,1,14.9766095845165
0.000790063451048989,14.7256675484231,0.143,0,1,"HIP - CA","Thpo",14.7140333367008,1,14.7140333367008
0.000790063451048989,14.6513387271487,0.143,0,1,"HIP - CA","Lhcgr",14.6397632399114,1,14.6397632399114
0.000790063451048989,14.5195588218343,0.143,0,1,"HIP - CA","Nkrf",14.5080874490838,1,14.5080874490838
2.39818570346851e-05,4.09736200889872,0.385,0.045,0.774254254364809,"PAR-POST-PRE-SUB-ProS","Krba1",4.0972637465488,0.883116883116883,3.61836278915998
