"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","p_FC","adj_diff","diff_pfc"
5.69873744484455e-20,2.35362370850527,0.695,0.257,1.83983738406806e-15,"adult","Ccnd2",2.35362370850527,0.630215827338129,1.48329091269828
6.6590194299239e-14,1.7423751068037,0.84,0.566,2.14986442295093e-09,"adult","Col23a1",1.74237510680358,0.326190476190476,0.568346165790692
4.21737781792917e-09,1.15423660767267,0.74,0.486,0.000136158042851843,"adult","Dcn",1.15423660280481,0.343243243243243,0.396183915016788
2.12318844798037e-08,0.779664663453385,0.975,0.949,0.000685471390430461,"adult","Sparc",0.779664646899635,0.0266666666666667,0.020791057250657
4.28673559934112e-08,1.66568686829056,0.335,0.097,0.00138397258824728,"adult","Cyp2f2",1.66568679688697,0.71044776119403,1.1833834556988
4.66685100626893e-08,0.648443523043277,0.995,0.954,0.00150669284737392,"adult","Klf9",0.648443492781383,0.0412060301507538,0.0267197821146098
7.42566496704173e-08,0.681618194436291,0.975,0.954,0.00239737593460942,"adult","Fkbp5",0.681618143821608,0.0215384615384616,0.0146810061746193
9.35077871669987e-08,0.735294708150867,0.92,0.823,0.00301889890868655,"adult","Dstn",0.735294639395086,0.105434782608696,0.0775256304579603
2.08944852216805e-07,2.14939495216511,0.385,0.154,0.00674578455381954,"adult","Itih5",2.1493945030601,0.6,1.28963670183606
2.86618657314434e-07,1.21417953947948,0.725,0.491,0.0092534833513965,"adult","Lbp",1.21417919147297,0.322758620689655,0.391886801109898
3.89342805660881e-07,1.21226887652933,0.605,0.394,0.0125699324807615,"adult","Hsph1",1.21226840454117,0.348760330578512,0.422791129517663
1.06973897171997e-06,1.14220643425464,0.47,0.211,0.0345365227019791,"adult","Ank3",1.1422052123919,0.551063829787234,0.629427978743623
1.65405717796293e-06,0.548283769945771,0.77,0.537,0.053401235990533,"adult","Lrch3",0.548282863053066,0.302597402597403,0.165908970248525
2.64961526629241e-06,0.583427360320892,0.99,0.971,0.0855428288722504,"adult","Glul",0.583425814462851,0.0191919191919192,0.0111970610856507
3.37466664446567e-06,0.874986763981402,0.345,0.137,0.108951112616574,"adult","Cilp2",0.874983811192756,0.602898550724638,0.527526471675632
2.65199648270488e-13,1.2521871998036,0.794,0.51,8.56197064441271e-09,"aged","AC149090.1",1.25218719980327,0.357682619647355,0.44788559791452
5.1254687670015e-13,2.54416235176465,0.669,0.39,1.65475759142643e-08,"aged","Cd74",2.54416235176335,0.417040358744395,1.06101837988337
1.72854593010363e-12,2.81852449083976,0.509,0.19,5.58061053533957e-08,"aged","H2-Aa",2.81852449083489,0.62671905697446,1.76642301095546
1.04545556181006e-10,1.88067317121818,0.731,0.47,3.37525328130376e-06,"aged","Gria4",1.88067317102157,0.357045143638851,0.671485222485128
1.62805121440467e-10,2.58986924434285,0.389,0.115,5.25616334570548e-06,"aged","H2-Ab1",2.58986924392121,0.704370179948586,1.82422666538409
6.09462711083271e-10,3.78750610647495,0.263,0.04,1.96765036273234e-05,"aged","C130026I21Rik",3.7875061041666,0.847908745247148,3.21145954839982
1.1684289481314e-09,2.73935742555173,0.389,0.13,3.77227285904221e-05,"aged","Slc8a3",2.73935742235098,0.665809768637532,1.82389093159101
1.2689703751889e-08,1.59233721903725,0.737,0.54,0.000409687085629736,"aged","Ccdc85a",1.59233719883097,0.26729986431479,0.425631517190909
1.31495473895042e-08,2.2852320189634,0.417,0.175,0.000424533137470143,"aged","H2-Eb1",2.28523198891363,0.580335731414868,1.32620177773884
2.77754902435108e-08,0.752524075497815,0.84,0.7,0.000896731702511748,"aged","Dok6",0.75252405459609,0.166666666666667,0.125420675766015
4.12356452974864e-08,2.1428178985802,0.394,0.155,0.00133129280842935,"aged","Runx1",2.14281781021972,0.606598984771574,1.29983110822973
1.67744125756723e-07,0.952501392624688,0.971,0.92,0.0054156191000558,"aged","Etl4",0.952501232848175,0.0525231719876415,0.0500283860713253
1.70154874572281e-07,1.38368126159037,0.491,0.245,0.00549345012556609,"aged","Raet1e",1.38368102615026,0.5010183299389,0.693249556889945
5.48491110882461e-07,0.97897087174819,0.834,0.77,0.0177080355148403,"aged","Cntln",0.97897033479137,0.0767386091127098,0.0751248218544935
7.1449523690787e-07,1.59005238251163,0.577,0.37,0.0230674787235706,"aged","Dleu2",1.59005124642678,0.358752166377816,0.570434329307353
